ID,rating
9,2.48
18,3.14
34,3.99
39,4.11
50,4.33
65,2.89
73,4.08
93,4.08
103,4.21
116,4.15
126,3.48
138,3.11
139,2.7
154,2.94
158,3.97
163,4.19
193,3.21
203,2.61
219,4.11
220,3.89
240,2.61
245,4.19
256,3.58
259,4.11
266,4.36
267,3.46
275,4.06
295,3.34
300,3.39
317,3.83
324,4.1
326,3.31
335,3.14
372,3.09
374,2.62
376,3.18
387,3.88
390,3.91
410,3.12
413,3.9
449,3.16
456,2.97
480,3.06
487,2.41
488,2.9
492,2.37
493,2.24
495,3.92
496,4.07
500,3.77
521,3.46
527,3.42
543,3.03
548,3.15
564,3.54
589,3.55
612,3.73
621,3.47
627,3.71
643,3.63
650,3.79
671,3.74
673,3.51
716,3.97
717,3.51
718,3.96
752,3.24
753,3.55
769,3.18
773,3.23
775,2.86
792,3.61
793,3.5
807,3.33
812,3.34
813,3.62
819,3.26
829,3.82
835,4.03
848,2.6
877,3.46
895,4.35
919,3.13
948,4.23
957,4.54
960,4.17
962,4.43
969,4.41
971,3.84
975,4.44
979,3.98
983,3.99
986,3.49
994,3.57
997,3.96
1017,2.46
1018,2.49
1026,3.71
1041,4.39
1043,3.93
1054,4.42
1064,4.53
1068,4.41
1069,4.34
1073,4.09
1074,4.28
1080,4.28
1132,4.01
1133,3.87
1134,3.82
1135,3.89
1154,3.95
1164,3.9
1182,3.9
1183,3.34
1212,3.91
1213,3.93
1251,3.56
1252,3.59
1253,4.1
1271,3.51
1272,3.64
1292,3.1
1311,2.87
1312,3.21
1341,3.77
1342,3.32
1361,2.99
1380,3.94
1381,3.3
1391,3.57
1392,3.05
1393,3.64
1406,2.86
1408,2.76
1419,3.08
1426,3.66
1452,3.89
1472,3.81
1479,3.74
1503,3.83
1512,2.57
1525,3.17
1528,3.27
1530,2.76
1532,2.51
1538,3.29
1558,3.65
1642,4.13
1660,4.36
1677,4.26
1694,4.03
1697,4.16
1699,2.82
1708,3.9
1724,3.45
1725,3.72
1736,3.26
1737,3.72
1748,3.49
1754,3.26
1766,3.71
1781,3.33
1793,2.62
1797,3.74
1799,3.0
1801,3.36
1816,4.53
1821,4.46
1843,3.99
1847,3.99
1868,3.67
1880,3.31
1881,3.49
1896,3.31
1905,3.93
1909,3.72
1925,3.14
1926,3.46
1929,3.34
1932,3.71
1947,3.39
1948,2.99
1949,3.8
1950,3.25
1960,3.54
1966,3.33
1982,2.68
1983,3.11
1987,3.3
1988,3.23
2003,3.12
2006,2.63
2007,2.48
2021,2.18
2031,3.3
2041,2.88
2053,3.57
2058,3.29
2075,2.6
2113,3.42
2133,3.04
2134,3.56
2152,3.86
2153,2.71
2170,2.49
2171,2.46
2188,3.81
2196,3.73
2215,4.04
2216,4.27
2229,2.86
2250,3.51
2302,4.29
2309,3.63
2322,3.59
2328,2.87
2329,2.8
2332,3.68
2339,3.87
2342,3.68
2356,3.6
2362,3.37
2373,3.85
2417,3.33
2418,3.15
2427,2.9
2435,3.52
2436,3.83
2443,3.54
2444,3.66
2446,2.89
2447,3.02
2453,3.25
2454,3.14
2455,3.45
2473,2.68
2513,3.0
2530,3.63
2536,3.31
2552,3.73
2561,4.53
2566,4.15
2585,3.44
2610,3.79
2638,2.74
2646,3.61
2652,2.55
2664,3.93
2674,3.48
2687,3.49
2723,3.79
2727,3.18
2739,4.08
2742,3.49
2744,3.36
2745,3.66
2755,2.93
2761,3.59
2767,3.36
2777,3.14
2781,3.37
2789,2.9
2795,3.0
2800,2.18
2822,3.8
2827,3.55
2841,3.21
2870,2.55
2873,2.95
2883,2.44
2884,1.99
2888,2.28
2891,3.19
2900,2.46
2916,2.63
2920,2.82
2933,3.16
2935,3.41
2936,2.62
2948,3.29
2951,3.23
2954,4.25
2964,3.75
2983,3.95
2998,3.98
3012,3.95
3013,3.37
3014,3.17
3023,3.8
3028,4.0
3029,2.53
3036,3.12
3040,3.52
3067,3.66
3076,2.17
3085,4.0
3086,3.16
3090,2.76
3095,4.08
3096,3.86
3103,4.18
3125,4.03
3132,3.35
3133,3.62
3138,2.83
3149,3.56
3156,3.77
3164,3.9
3169,3.77
3176,3.87
3181,3.45
3209,3.49
3216,3.95
3230,2.81
3233,3.16
3241,4.27
3271,4.12
3291,4.1
3292,4.06
3293,2.78
3300,3.45
3309,1.93
3321,4.29
3337,2.75
3338,4.05
3345,3.53
3346,3.95
3349,4.09
3376,3.77
3400,3.46
3401,3.43
3406,3.17
3410,2.69
3422,4.12
3423,3.27
3424,4.17
3434,3.13
3448,3.62
3458,2.81
3467,2.93
3468,2.65
3487,3.2
3505,3.56
3535,2.57
3536,3.55
3537,3.36
3542,3.02
3546,3.55
3547,2.81
3550,2.98
3552,3.16
3561,3.26
3563,3.72
3565,3.76
3576,2.33
3582,3.63
3623,3.6
3628,4.01
3633,3.38
3640,3.29
3641,3.01
3646,2.57
3647,3.48
3675,3.5
3684,4.77
3706,4.32
3721,3.03
3728,2.4
3752,3.22
3761,3.34
3762,3.41
3763,4.26
3773,3.3
