ID,rating
9,3.2
18,3.19
34,3.9
39,4.12
50,4.1
65,2.98
73,4.13
93,4.15
103,4.23
116,4.19
126,3.43
138,3.23
139,2.88
154,3.03
158,3.99
163,4.22
193,3.27
203,2.73
219,4.28
220,4.07
240,2.55
245,3.97
256,3.41
259,4.01
266,4.0
267,3.36
275,3.78
295,3.4
300,3.44
317,3.84
324,4.04
326,3.52
335,3.21
372,3.16
374,2.72
376,3.37
387,4.03
390,3.98
410,3.4
413,4.04
449,4.2
456,3.57
480,3.76
487,3.23
488,3.53
492,2.74
493,3.11
495,3.96
496,4.34
500,3.94
521,3.61
527,3.56
543,3.39
548,3.27
564,3.84
589,4.01
612,4.15
621,4.02
627,4.21
643,4.06
650,4.13
671,3.79
673,3.59
716,4.17
717,3.92
718,4.24
752,3.66
753,4.18
769,3.49
773,3.5
775,3.33
792,3.99
793,3.93
807,3.99
812,3.85
813,4.15
819,3.61
829,3.85
835,4.12
848,2.73
877,3.72
895,4.12
919,3.08
948,3.99
957,4.23
960,3.82
962,4.15
969,4.11
971,3.48
975,4.14
979,3.63
983,3.76
986,3.27
994,3.36
997,3.59
1017,2.84
1018,2.97
1026,4.13
1041,3.98
1043,3.82
1054,4.14
1064,4.12
1068,4.03
1069,4.0
1073,3.76
1074,3.87
1080,3.93
1132,4.22
1133,4.13
1134,4.16
1135,4.07
1154,4.26
1164,4.19
1182,4.14
1183,3.6
1212,4.18
1213,4.17
1251,3.81
1252,3.83
1253,4.14
1271,3.83
1272,3.86
1292,3.09
1311,3.18
1312,3.49
1341,4.02
1342,3.32
1361,3.14
1380,4.16
1381,3.52
1391,3.73
1392,3.36
1393,3.65
1406,3.28
1408,3.56
1419,3.28
1426,3.75
1452,4.06
1472,4.08
1479,4.02
1503,4.17
1512,2.88
1525,3.37
1528,3.6
1530,3.23
1532,2.75
1538,3.6
1558,4.17
1642,3.69
1660,3.83
1677,3.73
1694,3.39
1697,3.63
1699,3.27
1708,3.96
1724,4.1
1725,4.07
1736,3.8
1737,4.11
1748,3.83
1754,3.72
1766,3.98
1781,3.61
1793,2.89
1797,3.93
1799,2.84
1801,3.95
1816,3.76
1821,3.89
1843,4.26
1847,4.15
1868,3.96
1880,3.51
1881,3.73
1896,4.15
1905,4.15
1909,3.95
1925,3.34
1926,3.6
1929,3.4
1932,3.9
1947,3.55
1948,3.37
1949,3.94
1950,3.46
1960,3.67
1966,3.61
1982,2.8
1983,3.11
1987,3.7
1988,3.35
2003,3.1
2006,2.75
2007,2.73
2021,2.29
2031,3.54
2041,3.13
2053,3.85
2058,3.59
2075,2.56
2113,3.67
2133,3.67
2134,3.11
2152,3.77
2153,2.76
2170,3.3
2171,3.18
2188,4.01
2196,3.82
2215,4.06
2216,4.41
2229,3.22
2250,3.99
2302,4.16
2309,3.53
2322,3.45
2328,2.91
2329,2.65
2332,3.8
2339,4.44
2342,4.12
2356,3.99
2362,3.81
2373,4.3
2417,3.41
2418,3.55
2427,2.96
2435,4.11
2436,4.08
2443,4.01
