ID,rating
9,3.15
18,3.15
34,3.82
39,4.03
50,4.43
65,3.11
73,4.2
93,4.22
103,4.3
116,4.26
126,3.67
138,3.48
139,3.14
154,3.53
158,4.44
163,4.66
193,3.49
203,2.98
219,4.8
220,4.61
240,3.17
245,4.52
256,3.98
259,4.55
266,4.55
267,3.95
275,4.34
295,3.25
300,3.28
317,3.66
324,4.11
326,3.62
335,3.33
372,3.27
374,2.86
376,3.48
387,4.1
390,4.05
410,3.51
413,4.11
449,3.69
456,3.1
480,3.28
487,2.47
488,2.76
492,2.01
493,2.36
495,3.99
496,4.35
500,3.97
521,3.66
527,3.61
543,3.45
548,3.34
564,3.88
589,4.11
612,4.24
621,4.12
627,4.3
643,4.16
650,4.23
671,3.81
673,3.62
716,4.38
717,4.15
718,4.45
752,3.98
753,4.47
769,3.82
773,3.82
775,3.66
792,4.29
793,4.23
807,4.29
812,4.15
813,4.44
819,3.61
829,2.75
835,3.75
848,2.31
877,3.25
895,4.49
919,3.61
948,4.48
957,4.71
960,4.32
962,4.63
969,4.6
971,4.0
975,4.62
979,4.14
983,4.26
986,3.8
994,3.89
997,4.1
1017,2.01
1018,2.14
1026,4.1
1041,4.93
1043,4.22
1054,4.75
1064,4.73
1068,4.64
1069,4.61
1073,4.38
1074,4.49
1080,4.55
1132,4.2
1133,4.11
1134,4.14
1135,4.06
1154,4.23
1164,4.16
1182,4.13
1183,3.61
1212,4.16
1213,4.15
1251,3.81
1252,3.83
1253,4.12
1271,3.82
1272,3.85
1292,3.13
1311,3.21
1312,3.51
1341,4.01
1342,3.34
1361,3.17
1380,4.14
1381,3.54
1391,3.74
1392,3.38
1393,3.66
1406,2.94
1408,3.21
1419,3.22
1426,3.8
1452,3.81
1472,3.84
1479,3.78
1503,3.53
1512,2.92
1525,3.18
1528,3.27
1530,2.92
1532,2.79
1538,4.19
1558,4.61
1642,4.15
1660,4.28
1677,4.19
1694,3.87
1697,4.09
1699,3.75
1708,4.07
1724,4.08
1725,4.06
1736,3.79
1737,4.09
1748,3.82
1754,3.72
1766,3.97
1781,3.62
1793,2.93
1797,3.91
1799,2.89
1801,3.93
1816,3.75
1821,3.88
1843,4.79
1847,4.69
1868,4.51
1880,4.08
1881,4.29
1896,3.01
1905,3.9
1909,3.7
1925,3.13
1926,3.38
1929,3.19
1932,3.66
1947,3.32
1948,3.16
1949,3.7
1950,3.25
1960,3.44
1966,3.39
1982,2.62
1983,2.92
1987,3.47
1988,3.14
2003,2.9
2006,2.57
2007,2.55
2021,2.13
2031,3.32
2041,2.93
2053,3.61
2058,3.36
2075,2.39
2113,3.44
2133,3.54
2134,3.01
2152,3.64
2153,2.68
2170,3.89
2171,3.78
2188,2.89
2196,3.79
2215,4.32
2216,4.66
2229,3.23
2250,3.17
2302,4.37
2309,3.77
2322,3.7
2328,3.18
2329,2.94
2332,4.03
2339,4.14
2342,3.84
2356,3.71
2362,3.54
2373,4.01
2417,3.16
2418,3.3
2427,2.73
2435,3.83
2436,3.8
2443,3.73
2444,3.66
2446,2.89
2447,2.97
2453,3.2
2454,3.31
2455,3.26
2473,2.58
2513,3.02
2530,3.31
2536,3.0
2552,4.07
2561,4.73
2566,4.28
2585,3.59
2610,3.51
2638,2.67
2646,3.6
2652,2.67
2664,3.95
2674,3.41
2687,3.29
2723,3.43
2727,3.0
2739,3.67
2742,3.28
2744,3.15
2745,3.44
2755,2.8
2761,3.05
2767,3.12
2777,3.24
2781,3.36
2789,3.02
2795,3.34
2800,2.38
2822,4.18
2827,4.05
2841,4.19
2870,3.64
2873,3.5
2883,3.12
2884,3.05
2888,3.39
2891,4.01
2900,3.51
2916,2.98
2920,3.51
2933,3.73
2935,3.73
2936,3.4
2948,3.85
2951,3.77
2954,4.19
2964,3.73
2983,4.01
2998,3.78
3012,4.07
3013,3.83
3014,3.24
3023,3.87
3028,4.02
3029,3.02
3036,3.68
3040,3.9
3067,3.87
3076,2.45
3085,3.83
3086,3.9
3090,3.27
3095,4.17
3096,4.06
3103,4.34
3125,4.13
3132,3.54
3133,3.83
3138,3.44
3149,3.8
3156,3.68
3164,3.87
3169,3.65
3176,3.88
3181,3.45
3209,3.61
3216,3.86
3230,3.17
3233,3.63
3241,4.37
3271,4.03
3291,4.16
3292,4.0
3293,3.52
3300,3.8
3309,2.35
3321,4.17
3337,2.63
3338,4.32
3345,3.67
3346,4.04
3349,4.27
3376,3.89
3400,3.66
3401,3.45
3406,3.52
3410,3.23
3422,4.03
3423,3.65
3424,4.16
3434,3.48
3448,3.94
3458,3.02
3467,3.2
3468,2.85
3487,3.39
3505,3.92
3535,3.2
3536,3.76
3537,3.25
3542,3.19
3546,3.77
3547,3.03
3550,3.07
3552,3.55
3561,3.8
3563,3.96
3565,3.91
3576,2.9
3582,3.34
3623,3.91
3628,3.81
3633,3.4
3640,3.64
3641,2.88
3646,2.75
3647,3.52
3675,3.62
3684,4.66
3706,4.25
3721,3.96
3728,1.86
3752,3.18
3761,3.11
3762,3.32
3763,3.93
3773,3.12
3791,2.91
3797,2.81
3802,3.49
3804,3.35
3806,2.64
3820,3.4
3829,3.94
3832,3.77
3856,2.86
3862,2.85
3870,4.29
3871,4.13
3873,3.0
3883,3.31
3899,2.71
3903,3.52
3924,3.94
3926,2.98
3929,4.41
3944,4.13
3948,4.31
3954,4.2
3976,4.2
3977,4.0
3995,3.67
3996,4.32
4005,4.31
4006,4.47
4023,3.9
4024,3.75
4047,3.25
4058,3.02
4059,3.13
4079,4.41
4081,4.4
4086,3.36
4114,3.9
4118,3.07
4129,3.49
4165,4.01
4168,3.94
4184,4.11
4193,3.53
4201,3.19
4213,3.76
4231,3.09
4233,2.97
4241,3.15
4248,2.59
4255,3.56
4272,4.0
4278,2.9
4291,3.97
4316,4.21
4322,3.85
4350,4.46
4351,3.97
4374,3.67
4382,3.33
4383,2.9
4394,2.14
4395,3.63
4406,3.57
4421,2.88
4425,4.49
4444,3.64
4447,2.44
4478,3.49
4487,2.02
4504,2.39
4513,2.82
4523,2.72
4532,2.43
4536,2.88
4537,1.56
4543,2.73
4544,1.92
4545,3.29
4565,2.11
4592,1.57
4593,1.57
4594,0.73
4595,1.56
4628,4.12
4635,3.98
4648,3.77
4655,3.37
4672,4.1
4703,2.76
4707,2.55
4725,1.86
4735,3.21
4748,3.99
4753,4.07
4788,3.09
4797,2.95
4813,3.19
4818,2.59
4820,2.76
4821,2.81
4840,2.45
4842,2.29
4848,2.74
4856,2.25
4871,3.63
4885,4.03
4886,3.06
4893,3.59
4902,2.96
4946,3.42
4948,2.87
4951,3.2
4991,3.3
4994,3.71
4997,3.54
5014,3.81
5016,4.28
5026,3.87
5040,3.92
5042,3.3
5055,3.97
5059,3.68
5063,3.59
5074,4.0
5087,3.94
5098,3.55
5100,4.46
5114,3.64
5121,3.65
5124,3.28
5135,3.7
5137,3.38
5139,3.61
5147,2.94
5153,2.68
5155,2.89
5176,4.11
5190,3.53
5192,3.66
5200,3.36
5209,3.65
5210,3.39
5216,2.88
5228,3.32
5244,3.92
5254,3.32
5256,3.44
5263,3.55
5270,3.78
5272,3.58
5280,3.57
5297,3.23
5308,3.25
5313,3.43
5318,3.46
5326,2.79
5330,2.85
5335,3.25
5364,3.31
5369,3.54
5370,3.51
5398,3.48
5400,2.8
5401,3.04
5407,3.93
5429,4.59
5435,4.52
5438,4.67
5443,4.28
5462,4.21
5463,4.59
5481,4.17
5494,4.08
5500,4.48
5502,2.8
5557,4.34
5563,3.41
5566,4.18
5567,4.45
5572,3.68
5573,3.39
5578,3.29
5579,2.67
5598,3.26
5636,4.42
5639,4.24
5650,3.77
5652,3.43
5671,3.52
5677,3.19
5690,3.28
5702,3.72
5727,3.98
5732,3.66
5735,2.92
5744,1.8
5758,3.41
5759,2.92
5777,3.48
5833,3.76
5846,4.04
5854,3.74
5859,4.09
5867,4.16
5870,4.27
5871,4.06
5873,3.37
5882,3.68
5883,4.01
5892,3.48
5901,4.13
5903,3.57
5915,4.47
5916,4.54
5926,4.51
5937,4.47
5944,4.86
5949,4.37
5959,3.44
5966,3.93
5973,4.44
5977,4.56
6030,4.16
6034,4.28
6035,4.5
6053,4.02
6068,4.49
6084,4.06
6093,4.42
6102,4.37
6110,4.6
6111,3.78
6119,4.05
6120,4.19
6129,4.3
6130,3.99
6137,4.55
6148,4.46
6186,3.53
6206,4.09
6212,3.94
6213,3.72
6214,4.11
6215,4.36
6221,4.29
6226,2.73
6247,3.58
6277,3.08
6282,3.61
6293,4.17
6294,3.11
6307,4.15
6331,3.78
6335,2.91
6336,3.94
6337,2.82
6340,3.15
6343,3.97
6347,3.99
6368,3.23
6393,3.71
6395,3.74
6404,3.27
6431,4.36
6455,3.43
6462,2.35
6476,4.24
6480,3.86
6498,3.99
6509,3.75
6523,3.38
6540,2.99
6557,3.46
6564,2.76
6572,3.44
6594,3.87
6624,3.91
6625,3.11
6632,3.98
6636,4.24
6637,3.85
6638,4.07
6639,3.8
6640,4.12
6657,3.92
6668,3.41
6671,4.09
6685,3.52
6692,3.34
6698,4.11
6700,3.15
6706,4.27
6708,3.78
6719,2.96
6725,3.73
6744,3.7
6748,2.97
6758,4.04
6776,3.35
6807,4.19
6818,4.19
6830,3.67
6857,3.64
6870,3.06
6871,2.92
6874,3.56
6885,3.98
6886,3.89
6887,2.35
6906,3.41
6914,4.01
6921,3.68
6933,3.56
6935,3.31
6940,3.64
6945,2.77
6949,3.23
6952,3.94
6961,3.02
6964,3.97
6970,4.04
6974,3.39
6975,3.37
6983,2.98
6992,3.45
6995,3.48
7001,3.93
7015,2.83
7016,3.23
7034,3.71
7035,4.01
7061,4.1
7075,3.75
7126,3.13
7132,2.66
7138,4.03
7143,2.75
7145,2.48
7146,4.1
7165,3.21
7170,2.54
7192,3.77
7199,3.07
7206,3.56
7226,3.43
7228,3.44
7229,3.28
7230,3.46
7235,3.76
7237,3.62
7238,2.85
7245,3.68
7257,3.88
7277,3.91
7278,3.98
7283,3.46
7284,3.92
7288,3.41
7289,3.48
7297,4.1
7298,3.44
7328,4.83
7347,4.47
7354,4.14
7358,4.53
7364,4.27
7423,4.09
7429,3.72
7433,4.0
7434,3.65
7456,3.28
7478,1.87
7509,4.17
7524,3.26
7525,4.01
7538,3.78
7555,3.27
7556,3.56
7562,2.69
7572,3.48
7580,3.42
7597,3.32
7612,3.46
7613,4.12
7651,3.85
7676,3.96
7677,4.14
7680,4.31
7688,4.12
7722,4.01
7723,4.69
7725,4.47
7737,3.27
7738,4.04
7762,2.88
7773,4.03
7798,4.02
7810,4.15
7824,4.04
7825,3.65
7845,3.39
7847,3.99
7892,4.05
7894,3.97
7897,4.18
7898,3.73
7910,3.85
7916,3.32
7922,3.5
7923,3.79
7945,3.43
7946,2.98
7953,4.01
7962,4.17
7964,3.61
7965,4.56
7974,3.85
7992,4.06
7996,3.36
7997,4.04
8030,3.97
8035,4.15
8047,4.41
8048,3.36
8059,4.08
8078,3.47
8096,3.75
8121,4.34
8124,4.31
8172,2.59
8176,3.03
8188,3.65
8192,3.69
8201,3.32
8206,3.27
8222,3.84
8231,3.59
8233,3.16
8238,3.9
8256,3.53
8277,3.06
8281,3.51
8284,3.26
8288,4.21
8297,4.69
8303,4.43
8308,4.18
8319,2.56
8328,2.83
8330,2.67
8333,3.85
8336,3.03
8343,3.21
8347,3.67
8350,3.69
8406,3.34
8415,3.55
8421,3.7
8422,3.25
8426,3.39
8431,2.66
8435,2.48
8437,3.67
8446,3.95
8449,3.43
8450,3.35
8455,3.71
8458,3.62
8460,3.39
8480,3.08
8491,3.43
8502,3.39
8512,2.4
8523,3.95
8528,2.89
8545,3.79
8547,3.17
8552,3.88
8558,2.95
8573,3.88
8590,3.95
8600,3.93
8622,3.06
8623,3.45
8626,3.62
8627,3.78
8636,3.6
8646,2.19
8654,2.66
8684,3.83
8685,3.12
8695,3.94
8696,4.1
8706,4.11
8711,4.11
8718,4.07
8726,4.11
8733,3.93
8740,3.29
8741,4.09
8742,4.2
8753,3.82
8758,4.17
8766,3.42
8774,4.16
8781,4.01
8798,3.25
8816,3.72
8817,4.27
8834,3.63
8837,4.2
8844,3.54
8893,3.97
8894,4.17
8902,3.88
8903,3.98
8907,4.04
8922,4.19
8929,4.16
8930,3.3
8934,3.55
8942,3.07
8952,4.23
8956,3.64
8977,4.04
9006,4.07
9019,3.59
9020,3.66
9036,2.92
9043,3.98
9053,4.25
9054,4.26
9059,3.88
9060,4.11
9064,4.11
9065,4.01
9080,3.92
9081,3.94
9086,3.73
9092,3.1
9103,4.06
9104,4.08
9107,3.37
9112,3.81
9113,3.25
9147,3.51
9155,3.4
9159,3.78
9164,3.71
9174,3.58
9182,3.56
9188,2.97
9203,3.7
9222,3.33
9226,3.42
9244,4.09
9246,4.01
9260,4.04
9262,4.1
9281,3.86
9290,4.01
9296,4.07
9309,4.55
9313,4.01
9314,3.86
9321,4.09
9351,3.39
9359,3.69
9371,4.02
9379,4.21
9381,4.34
9385,4.11
9386,4.14
9410,4.09
9411,3.8
9425,4.56
9429,4.38
9430,4.17
9431,4.49
9438,4.22
9451,4.08
9464,4.04
9471,4.0
9472,4.14
9492,3.66
9494,4.22
9503,4.46
9511,4.48
9526,4.36
9536,4.0
9542,4.62
9563,4.12
9567,4.23
9568,4.05
9575,3.96
9585,3.99
9601,3.5
9626,2.91
9628,3.14
9665,2.82
9670,3.36
9684,3.72
9708,2.79
9715,2.81
9726,3.91
9735,2.83
9741,3.61
9745,3.85
9749,3.46
9778,4.05
9792,3.24
9799,3.98
9802,3.27
9803,3.56
9814,3.93
9817,3.54
9822,3.66
9827,2.96
9842,2.77
9874,3.93
9885,3.48
9891,3.43
9895,3.37
9896,3.45
9939,2.57
9945,2.99
9960,2.81
9984,2.9
9991,2.61
10000,3.53
10014,3.19
10015,3.08
10020,3.35
10027,3.39
10038,3.05
10044,3.85
10053,3.89
10054,3.7
10073,3.58
10076,3.63
10104,2.86
10113,3.06
10120,3.07
10134,3.17
10144,3.02
10177,2.13
10186,2.88
10187,3.47
10200,2.88
10201,2.48
10208,2.74
10218,2.3
10232,3.09
10245,3.19
10247,3.47
10249,2.97
10276,3.45
10296,2.7
10304,2.99
10312,2.81
10331,3.01
10335,2.86
10336,3.5
10338,2.96
10340,2.96
10346,3.4
10358,3.61
10359,2.86
10377,2.93
10391,3.82
10398,3.69
10399,3.73
10417,3.73
10431,3.55
10436,3.14
10437,3.16
10442,3.14
10443,3.95
10444,3.71
10445,3.16
10452,3.21
10455,2.74
10456,3.45
10459,3.42
10473,2.65
10477,3.78
10485,3.62
10487,3.62
10506,3.88
10507,4.07
10518,4.34
10528,3.99
10541,3.57
10558,3.42
10567,3.83
10577,3.46
10578,3.93
10580,3.5
10586,4.05
10595,4.33
10600,4.09
10610,4.07
10620,3.46
10621,3.96
10640,4.03
10641,4.22
10648,3.92
10656,3.55
10693,4.23
10708,4.08
10733,4.11
10738,3.45
10743,4.13
10757,4.18
10764,3.88
10779,3.26
10794,4.12
10805,4.24
10806,3.98
10814,3.43
10815,2.87
10846,4.02
10866,3.63
10879,4.08
10892,3.88
10901,3.53
10907,3.17
10928,3.3
