ID,rating
9,2.9
18,3.31
34,3.81
39,4.12
50,4.52
65,2.92
73,4.3
93,4.05
103,4.44
116,3.95
126,3.48
138,3.35
139,3.07
154,3.14
158,3.95
163,4.15
193,3.49
203,2.76
219,4.42
220,4.11
240,2.59
245,4.33
256,3.78
259,4.27
266,4.35
267,3.37
275,4.34
295,3.39
300,3.37
317,3.83
324,4.16
326,3.57
335,3.24
372,3.18
374,2.47
376,3.28
387,3.82
390,4.57
410,3.42
413,4.22
449,3.66
456,3.35
480,3.16
487,2.69
488,2.73
492,1.88
493,2.44
495,4.15
496,4.01
500,4.08
521,3.28
527,3.39
543,3.46
548,3.7
564,3.92
589,3.64
612,3.74
621,3.64
627,4.48
643,3.9
650,3.68
671,3.91
673,3.61
716,4.15
717,3.01
718,4.36
752,3.83
753,3.99
769,3.32
773,3.57
775,3.11
792,3.78
793,3.76
807,3.59
812,2.81
813,4.04
819,3.04
829,3.97
835,4.08
848,2.76
877,4.03
895,4.55
919,2.86
948,4.35
957,4.49
960,4.3
962,4.77
969,4.61
971,4.11
975,4.69
979,3.91
983,4.41
986,3.68
994,3.42
997,4.09
1017,2.34
1018,2.46
1026,3.83
1041,4.3
1043,3.81
1054,4.39
1064,4.57
1068,4.12
1069,4.49
1073,3.64
1074,4.13
1080,4.27
1132,4.34
1133,3.95
1134,4.23
1135,4.17
1154,4.01
1164,3.84
1182,4.1
1183,3.4
1212,4.05
1213,4.14
1251,3.78
1252,3.8
1253,4.39
1271,3.58
1272,3.81
1292,3.23
1311,3.02
1312,3.84
1341,3.9
1342,3.46
1361,3.08
1380,4.05
1381,3.41
1391,3.64
1392,3.17
1393,3.4
1406,1.85
1408,2.46
1419,3.28
1426,3.63
1452,4.03
1472,4.35
1479,3.57
1503,4.36
1512,1.34
1525,3.42
1528,3.57
1530,2.38
1532,2.21
1538,3.46
1558,3.69
1642,4.31
1660,4.66
1677,4.64
1694,4.01
1697,4.07
1699,2.83
1708,4.27
1724,3.02
1725,3.6
1736,2.76
1737,3.12
1748,3.32
1754,3.18
1766,3.67
1781,3.4
1793,3.11
1797,3.77
1799,3.39
1801,3.4
1816,4.26
1821,4.39
1843,4.33
1847,4.03
1868,3.86
1880,3.66
1881,4.02
1896,3.9
1905,3.92
1909,3.9
1925,3.5
1926,3.25
1929,3.24
1932,4.01
1947,3.68
1948,3.19
1949,3.49
1950,3.6
1960,3.35
1966,3.79
1982,3.05
1983,3.26
1987,3.33
1988,2.93
2003,2.68
2006,3.0
2007,3.1
2021,2.73
2031,3.22
2041,2.81
2053,3.84
2058,3.17
2075,2.58
2113,3.06
2133,3.18
2134,3.82
2152,3.77
2153,2.97
2170,2.71
2171,2.87
2188,3.75
2196,3.77
2215,4.04
2216,4.43
2229,3.07
2250,3.23
2302,4.42
2309,3.93
2322,3.68
2328,3.01
2329,2.67
2332,3.96
2339,4.37
2342,4.24
2356,3.51
2362,4.04
2373,4.2
2417,2.84
2418,3.19
2427,2.52
2435,4.14
2436,4.04
2443,3.92
2444,3.98
2446,2.92
2447,2.97
2453,2.98
2454,3.13
2455,3.0
2473,2.5
2513,3.24
2530,3.77
2536,3.45
2552,3.63
2561,4.46
2566,4.03
2585,3.41
2610,3.91
2638,2.36
2646,3.49
2652,2.63
2664,4.47
2674,3.73
2687,3.74
2723,3.48
2727,3.21
2739,3.95
2742,3.84
2744,3.54
2745,3.87
2755,2.96
2761,3.46
2767,3.18
2777,3.41
2781,3.5
2789,3.09
2795,3.22
2800,2.09
2822,4.14
2827,4.06
2841,3.71
2870,2.79
2873,2.6
2883,1.94
2884,2.26
2888,2.49
2891,3.72
2900,2.11
2916,2.33
2920,2.78
2933,3.68
2935,3.85
2936,2.69
2948,3.17
2951,3.32
2954,4.03
2964,3.91
2983,3.73
2998,3.93
3012,4.09
3013,3.45
3014,2.78
3023,3.97
3028,4.09
3029,2.43
3036,3.65
3040,3.87
3067,3.54
3076,2.22
3085,4.15
3086,4.18
3090,2.97
3095,4.21
3096,3.61
3103,4.44
3125,4.09
3132,3.19
3133,3.6
3138,3.15
3149,3.18
3156,3.38
3164,4.15
3169,3.8
3176,4.2
3181,3.21
3209,4.09
3216,4.13
3230,3.0
3233,3.78
3241,4.54
3271,4.04
3291,4.17
3292,4.16
3293,3.39
3300,3.75
3309,1.69
3321,4.57
3337,2.19
3338,4.44
3345,3.95
3346,4.36
3349,4.43
3376,4.14
3400,3.25
3401,2.88
3406,3.48
3410,2.63
3422,3.94
3423,3.14
3424,4.3
3434,3.76
3448,4.19
3458,2.5
3467,2.62
3468,2.45
3487,3.14
3505,3.83
3535,2.41
3536,3.27
3537,3.0
3542,2.44
3546,3.47
3547,2.16
3550,2.48
3552,2.63
3561,4.2
3563,4.07
3565,4.03
3576,2.18
3582,2.82
3623,4.1
3628,4.06
3633,3.36
3640,3.33
3641,2.96
3646,2.06
3647,3.0
3675,3.78
3684,4.79
3706,4.67
3721,3.36
3728,2.68
3752,3.26
3761,3.31
3762,3.63
3763,4.42
3773,3.32
3791,3.17
3797,2.93
3802,3.91
3804,3.38
3806,2.04
3820,3.69
3829,4.0
3832,3.41
3856,4.08
3862,3.16
3870,3.39
3871,3.13
3873,3.32
3883,3.4
3899,2.95
3903,3.0
3924,3.49
3926,2.74
3929,4.11
3944,4.05
3948,4.35
3954,4.24
3976,3.86
3977,3.77
3995,3.19
3996,4.16
4005,4.53
4006,4.63
4023,3.52
4024,3.8
4047,3.36
4058,3.41
4059,3.57
4079,4.76
4081,4.64
4086,3.7
4114,3.76
4118,2.1
4129,3.53
4165,3.98
4168,3.63
