ID,rating
9,2.42
18,3.28
34,3.98
39,4.05
50,4.37
65,3.21
73,4.17
93,4.05
103,4.43
116,4.11
126,3.43
138,3.36
139,3.0
154,3.2
158,3.93
163,4.41
193,3.34
203,3.08
219,4.31
220,4.07
240,2.83
245,3.99
256,3.51
259,4.24
266,4.4
267,3.18
275,4.01
295,3.56
300,3.62
317,3.98
324,3.56
326,3.06
335,2.64
372,2.34
374,2.12
376,2.94
387,3.48
390,4.04
410,3.01
413,3.64
449,3.39
456,2.68
480,2.99
487,2.52
488,2.89
492,2.05
493,2.63
495,3.31
496,3.81
500,3.96
521,2.91
527,2.95
543,2.96
548,2.7
564,3.86
589,3.59
612,3.75
621,3.64
627,4.12
643,3.72
650,3.82
671,3.82
673,3.5
716,3.91
717,3.19
718,4.35
752,3.51
753,4.0
769,3.08
773,3.45
775,2.78
792,3.63
793,3.67
807,3.6
812,3.13
813,3.72
819,2.94
829,3.88
835,4.11
848,2.46
877,3.32
895,4.28
919,3.02
948,4.08
957,4.48
960,4.15
962,4.42
969,4.48
971,3.89
975,4.3
979,3.96
983,4.01
986,3.59
994,3.23
997,3.65
1017,2.32
1018,2.68
1026,3.88
1041,4.37
1043,3.61
1054,4.35
1064,4.45
1068,4.19
1069,4.67
1073,3.8
1074,4.12
1080,4.27
1132,4.14
1133,4.03
1134,4.01
1135,4.07
1154,4.24
1164,4.09
1182,4.12
1183,3.54
1212,4.14
1213,4.08
1251,3.97
1252,3.85
1253,4.12
1271,3.82
1272,3.83
1292,3.06
1311,3.13
1312,3.78
1341,3.95
1342,3.34
1361,3.22
1380,4.01
1381,3.55
1391,3.68
1392,3.26
1393,3.53
1406,2.03
1408,2.55
1419,3.29
1426,3.77
1452,3.93
1472,4.6
1479,3.62
1503,3.69
1512,1.46
1525,3.26
1528,3.28
1530,2.91
1532,2.54
1538,3.19
1558,3.79
1642,4.23
1660,4.74
1677,4.27
1694,4.06
1697,4.19
1699,2.6
1708,4.11
1724,3.57
1725,3.73
1736,3.23
1737,3.37
1748,3.3
1754,3.3
1766,3.77
1781,3.38
1793,3.23
1797,3.62
1799,3.11
1801,3.29
1816,4.27
1821,4.17
1843,4.16
1847,3.85
1868,3.96
1880,3.62
1881,3.97
1896,3.59
1905,3.75
1909,4.0
1925,3.76
1926,3.33
1929,3.25
1932,3.88
1947,3.66
1948,3.05
1949,3.38
1950,3.43
1960,3.41
1966,3.59
1982,2.95
1983,3.31
1987,3.14
1988,2.82
2003,2.68
2006,2.9
2007,2.71
2021,2.73
2031,3.38
2041,2.99
2053,3.42
2058,2.99
2075,2.56
2113,3.03
2133,3.03
2134,3.58
2152,3.78
2153,3.1
2170,1.81
2171,1.98
2188,3.82
2196,3.7
2215,3.99
2216,4.38
2229,3.12
2250,3.2
2302,4.07
2309,3.63
2322,3.48
2328,3.22
2329,2.66
2332,3.81
2339,4.33
2342,4.06
2356,3.64
2362,3.72
2373,3.99
2417,3.1
2418,3.01
2427,2.42
2435,4.04
2436,4.21
2443,3.79
2444,3.45
2446,2.84
2447,2.99
2453,3.07
2454,3.19
2455,3.42
2473,2.41
2513,3.03
2530,3.54
2536,3.33
2552,3.57
2561,4.52
2566,4.19
2585,3.53
2610,3.61
2638,2.63
2646,3.86
2652,2.89
2664,4.28
