userID,Genre Adventure,Genre Animation,Genre Children,Genre Comedy,Genre Fantasy,Genre Romance,Genre Drama,Genre Action,Genre Crime,Genre Thriller,Genre Horror,Genre Mystery,Genre Sci-Fi,Genre IMAX,Genre Documentary,Genre War,Genre Musical,Genre Film-Noir,Genre Western,Genre Short
51198,0.798,0.788888888888889,0.7666666666666667,0.779,0.7966666666666666,0.8108108108108109,0.8330275229357799,0.7838235294117647,0.8651162790697674,0.8111111111111111,0.7285714285714285,0.8047619047619048,0.7842105263157895,0.9,0.8833333333333334,0.8166666666666667,0.8400000000000001,0.8,0.7333333333333333,0.0
29202,0.5031818181818182,0.4470588235294118,0.4333333333333333,0.4436131386861314,0.492741935483871,0.5364077669902912,0.5667250437828371,0.5125,0.5349112426035503,0.5311797752808989,0.4645161290322581,0.54875,0.5093567251461988,0.6,0.6533333333333333,0.5755555555555556,0.5045454545454546,0.4428571428571429,0.5565217391304348,0.0
32283,0.6945454545454546,0.8064516129032258,0.7583333333333333,0.694750656167979,0.6948051948051949,0.7238317757009346,0.739816513761468,0.6870036101083032,0.7285714285714285,0.7019169329073482,0.6621621621621622,0.7428571428571429,0.6565656565656566,0.8,0.8285714285714286,0.7212121212121212,0.7,0.8,0.7695652173913043,0.0
36495,0.6775510204081633,0.7636363636363637,0.7428571428571429,0.7641975308641975,0.631578947368421,0.7405405405405405,0.7559139784946237,0.6730337078651686,0.7672413793103449,0.7097087378640776,0.8,0.725,0.64,0.0,0.5,0.7625,0.8,1.0,0.6,0.0
28350,0.6666666666666667,0.7057692307692307,0.6589147286821706,0.6324626865671642,0.6561797752808989,0.670940170940171,0.6698224852071005,0.6531914893617021,0.6357142857142857,0.634375,0.4294117647058823,0.615,0.5975609756097561,0.8,0.0,0.6842105263157895,0.6416666666666667,0.7,0.6352941176470588,0.0
57138,0.7338028169014085,0.8666666666666666,0.7857142857142857,0.7965986394557822,0.7717948717948718,0.7964912280701755,0.8234636871508381,0.740909090909091,0.8314814814814815,0.7764705882352941,0.7583333333333333,0.8333333333333334,0.7595744680851064,0.75,0.9166666666666666,0.8291666666666666,0.775,0.8333333333333334,0.888888888888889,0.0
35886,0.8266666666666668,0.9333333333333333,0.7333333333333333,0.8287878787878787,0.8235294117647058,0.8178571428571428,0.8546391752577319,0.75,0.864516129032258,0.7952380952380953,0.7090909090909091,0.8666666666666666,0.7757575757575758,0.0,0.8,0.826086956521739,0.6,0.95,0.8833333333333334,0.0
9117,0.6859090909090909,0.7146666666666667,0.6839506172839507,0.6445544554455446,0.7,0.670253164556962,0.7126182965299684,0.616796875,0.6614457831325301,0.6154320987654321,0.5434210526315789,0.6727272727272727,0.616,0.7,0.6,0.7433962264150943,0.7243589743589743,0.75,0.6851851851851852,0.0
10476,0.5640845070422535,0.6073170731707317,0.4924242424242424,0.5567114093959732,0.5298245614035088,0.47017543859649125,0.5169811320754717,0.5659685863874346,0.609375,0.606140350877193,0.5636363636363637,0.6151515151515151,0.591044776119403,0.0,0.775,0.5733333333333334,0.5457142857142857,1.0,0.509090909090909,0.0
17999,0.6166666666666667,0.7463414634146341,0.7,0.6370535714285714,0.67125,0.652482269503546,0.6898936170212766,0.5914572864321608,0.7021276595744681,0.6647887323943662,0.6463768115942029,0.7048387096774194,0.5947368421052632,0.6666666666666667,0.6615384615384615,0.7171428571428572,0.6785714285714286,0.780952380952381,0.49230769230769234,0.0
18059,0.6930434782608696,0.7076923076923076,0.602127659574468,0.6791348600508906,0.6676923076923077,0.7205555555555556,0.7625,0.6940298507462687,0.75,0.7484276729559748,0.7307692307692307,0.7790697674418604,0.6803030303030303,0.75,0.7733333333333333,0.8054545454545454,0.7289473684210527,0.8375,0.74,0.0
19587,0.7441666666666666,0.7954545454545454,0.7648351648351649,0.7442335766423358,0.7736842105263158,0.7653116531165312,0.7979695431472081,0.7086956521739131,0.7840740740740741,0.7398373983739838,0.7391304347826086,0.7848739495798319,0.7055944055944056,0.9,0.85,0.8086206896551724,0.7987341772151899,0.8370967741935484,0.7913043478260869,0.0
21712,0.5973333333333334,0.5666666666666667,0.6222222222222222,0.715923566878981,0.6675,0.7390804597701149,0.7355140186915887,0.5679245283018868,0.701063829787234,0.6356643356643357,0.6322033898305085,0.7433962264150943,0.5866666666666667,0.0,0.8166666666666667,0.6888888888888889,0.79,0.8461538461538461,0.7714285714285715,0.0
23172,0.6242774566473989,0.662,0.6359550561797753,0.6510556621880998,0.6637254901960785,0.6335793357933579,0.6424137931034483,0.5948979591836735,0.6695945945945946,0.6211055276381909,0.5962962962962963,0.6379310344827587,0.6238938053097345,0.0,0.7264705882352941,0.6325581395348837,0.5923076923076923,0.76875,0.6210526315789473,0.0
12296,0.680952380952381,0.7375,0.6918918918918919,0.6875954198473282,0.7243243243243243,0.7178181818181818,0.7188141391106043,0.6687116564417177,0.7296875,0.6898395721925134,0.7076923076923076,0.7222222222222222,0.6333333333333333,0.8,0.7371428571428571,0.7297619047619047,0.7118055555555556,0.7875,0.6846153846153846,0.0
