ID,rating
9,3.2
18,3.2
34,3.2
39,3.2
50,3.2
65,3.2
73,3.2
93,3.2
103,3.2
116,3.2
126,3.2
138,3.2
139,3.2
154,3.2
158,3.2
163,3.2
193,3.2
203,3.2
219,3.2
220,3.2
240,3.2
245,3.2
256,3.2
259,3.2
266,3.2
267,3.2
275,3.2
295,3.2
300,3.2
317,3.2
324,3.2
326,3.2
335,3.2
372,3.2
374,3.2
376,3.2
387,3.2
390,3.2
410,3.2
413,3.2
449,3.2
456,3.2
480,3.2
487,3.2
488,3.2
492,3.2
493,3.2
495,3.2
496,3.2
500,3.2
521,3.2
527,3.2
543,3.2
548,3.2
564,3.2
589,3.2
612,3.2
621,3.2
627,3.2
643,3.2
650,3.2
671,3.2
673,3.2
716,3.2
717,3.2
718,3.2
752,3.2
753,3.2
769,3.2
773,3.2
775,3.2
792,3.2
793,3.2
807,3.2
812,3.2
813,3.2
819,3.2
829,3.2
835,3.2
848,3.2
877,3.2
895,3.2
919,3.2
948,3.2
957,3.2
960,3.2
962,3.2
969,3.2
971,3.2
975,3.2
979,3.2
983,3.2
986,3.2
994,3.2
997,3.2
1017,3.2
1018,3.2
1026,3.2
1041,3.2
1043,3.2
1054,3.2
1064,3.2
1068,3.2
1069,3.2
1073,3.2
1074,3.2
1080,3.2
1132,3.2
1133,3.2
1134,3.2
1135,3.2
1154,3.2
1164,3.2
1182,3.2
1183,3.2
1212,3.2
1213,3.2
1251,3.2
1252,3.2
1253,3.2
1271,3.2
1272,3.2
1292,3.2
1311,3.2
1312,3.2
1341,3.2
1342,3.2
1361,3.2
1380,3.2
1381,3.2
1391,3.2
1392,3.2
1393,3.2
1406,3.2
1408,3.2
1419,3.2
1426,3.2
1452,3.2
1472,3.2
1479,3.2
1503,3.2
1512,3.2
1525,3.2
1528,3.2
1530,3.2
1532,3.2
1538,3.2
1558,3.2
1642,3.2
1660,3.2
1677,3.2
1694,3.2
1697,3.2
1699,3.2
1708,3.2
1724,3.2
1725,3.2
1736,3.2
1737,3.2
1748,3.2
1754,3.2
1766,3.2
1781,3.2
1793,3.2
1797,3.2
1799,3.2
1801,3.2
1816,3.2
1821,3.2
1843,3.2
1847,3.2
1868,3.2
1880,3.2
1881,3.2
1896,3.2
1905,3.2
1909,3.2
1925,3.2
1926,3.2
1929,3.2
1932,3.2
1947,3.2
1948,3.2
1949,3.2
1950,3.2
1960,3.2
1966,3.2
1982,3.2
1983,3.2
1987,3.2
1988,3.2
2003,3.2
2006,3.2
2007,3.2
2021,3.2
2031,3.2
2041,3.2
2053,3.2
2058,3.2
2075,3.2
2113,3.2
2133,3.2
2134,3.2
2152,3.2
2153,3.2
2170,3.2
2171,3.2
2188,3.2
2196,3.2
2215,3.2
2216,3.2
2229,3.2
2250,3.2
2302,3.2
2309,3.2
2322,3.2
2328,3.2
2329,3.2
2332,3.2
2339,3.2
2342,3.2
2356,3.2
2362,3.2
2373,3.2
2417,3.2
2418,3.2
2427,3.2
2435,3.2
2436,3.2
2443,3.2
2444,3.2
2446,3.2
2447,3.2
2453,3.2
2454,3.2
2455,3.2
2473,3.2
2513,3.2
2530,3.2
2536,3.2
2552,3.2
2561,3.2
2566,3.2
2585,3.2
2610,3.2
2638,3.2
2646,3.2
2652,3.2
2664,3.2
2674,3.2
2687,3.2
2723,3.2
2727,3.2
2739,3.2
2742,3.2
2744,3.2
2745,3.2
2755,3.2
2761,3.2
2767,3.2
2777,3.2
2781,3.2
2789,3.2
2795,3.2
2800,3.2
2822,3.2
2827,3.2
2841,3.2
2870,3.2
2873,3.2
2883,3.2
2884,3.2
2888,3.2
2891,3.2
2900,3.2
2916,3.2
2920,3.2
2933,3.2
2935,3.2
2936,3.2
2948,3.2
2951,3.2
2954,3.2
2964,3.2
2983,3.2
2998,3.2
3012,3.2
3013,3.2
3014,3.2
3023,3.2
3028,3.2
3029,3.2
3036,3.2
3040,3.2
3067,3.2
3076,3.2
3085,3.2
3086,3.2
3090,3.2
3095,3.2
3096,3.2
3103,3.2
3125,3.2
3132,3.2
3133,3.2
3138,3.2
3149,3.2
3156,3.2
3164,3.2
3169,3.2
3176,3.2
3181,3.2
3209,3.2
3216,3.2
3230,3.2
3233,3.2
3241,3.2
3271,3.2
3291,3.2
3292,3.2
3293,3.2
3300,3.2
3309,3.2
3321,3.2
3337,3.2
3338,3.2
3345,3.2
3346,3.2
3349,3.2
3376,3.2
3400,3.2
3401,3.2
3406,3.2
3410,3.2
3422,3.2
3423,3.2
3424,3.2
3434,3.2
3448,3.2
3458,3.2
3467,3.2
3468,3.2
3487,3.2
3505,3.2
3535,3.2
3536,3.2
3537,3.2
